og_sentence,sentence,Agent,Issue,Side,Position,Frequency,Time,Place,Support_rate,target_span
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,The wall was voted for by U.S. Sen. Chuck Schumer in 2005 or 2006.,"(26, 49)","(0, 8)",,"(19, 22)",,"(50, 65)",,,"(13, 18)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,The wall was voted for by U.S. Sen. Chuck Schumer in 2005 or 2006.,"(26, 49)","(0, 8)",,"(19, 22)",,"(50, 65)",,,"(13, 18)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,"For the wall, in 2005 or 2006 U.S. Sen. Chuck Schumer voted.","(30, 53)","(4, 12)",,"(0, 3)",,"(14, 29)",,,"(54, 59)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,"For the wall in 2005 or 2006, U.S. Sen. Chuck Schumer voted.","(30, 53)","(4, 12)",,"(0, 3)",,"(13, 28)",,,"(54, 59)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,U.S. Sen. Chuck Schumer voted for the wall in 2005 or 2006.,"(0, 23)","(34, 42)",,"(30, 33)",,"(43, 58)",,,"(24, 29)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall.,"(16, 39)","(50, 58)",,"(46, 49)",,"(0, 15)",,,"(40, 45)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,"In 2005 or 2006, for the wall, U.S. Sen. Chuck Schumer voted.","(31, 54)","(21, 29)",,"(17, 20)",,"(0, 15)",,,"(55, 60)"
In 2005 or 2006 U.S. Sen. Chuck Schumer voted for the wall .,"For the wall, in 2005 or 2006, U.S. Sen. Chuck Schumer voted.","(31, 54)","(4, 12)",,"(0, 3)",,"(14, 29)",,,"(55, 60)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .",Mike DeWine voted to let illegal immigrants receive Social Security with Hillary Clinton in the Senate.,"(0, 11)","(18, 67)","(68, 88)",,,,"(89, 102)",,"(12, 17)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","Mike DeWine voted to let illegal immigrants receive Social Security in the Senate, with Hillary Clinton.","(0, 11)","(18, 67)","(83, 103)",,,,"(68, 81)",,"(12, 17)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","Mike DeWine, with Hillary Clinton, voted to let illegal immigrants receive Social Security in the Senate.","(0, 11)","(41, 90)","(13, 33)",,,,"(91, 104)",,"(35, 40)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","Mike DeWine, with Hillary Clinton, voted in the Senate to let illegal immigrants receive Social Security.","(0, 11)","(55, 104)","(13, 33)",,,,"(41, 54)",,"(35, 40)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","Mike DeWine, in the Senate, voted to let illegal immigrants receive Social Security with Hillary Clinton.","(0, 11)","(34, 83)","(84, 104)",,,,"(13, 26)",,"(28, 33)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .",Mike DeWine voted in the Senate with Hillary Clinton to let illegal immigrants receive Social Security.,"(0, 11)","(53, 102)","(32, 52)",,,,"(18, 31)",,"(12, 17)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, Mike DeWine voted with Hillary Clinton in the Senate.","(51, 62)","(0, 49)","(69, 89)",,,,"(90, 103)",,"(63, 68)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, Mike DeWine, in the Senate, voted with Hillary Clinton.","(51, 62)","(0, 49)","(85, 105)",,,,"(64, 77)",,"(79, 84)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, with Hillary Clinton, Mike DeWine voted in the Senate.","(73, 84)","(0, 49)","(51, 71)",,,,"(91, 104)",,"(85, 90)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, with Hillary Clinton, in the Senate, Mike DeWine voted.","(88, 99)","(0, 49)","(51, 71)",,,,"(73, 86)",,"(100, 105)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security , in the Senate Mike DeWine voted with Hillary Clinton.","(66, 77)","(0, 49)","(84, 104)",,,,"(52, 65)",,"(78, 83)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, in the Senate Mike DeWine voted with Hillary Clinton.","(65, 76)","(0, 49)","(83, 103)",,,,"(51, 64)",,"(77, 82)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security , Mike DeWine voted with Hillary Clinton in the Senate.","(52, 63)","(0, 49)","(70, 90)",,,,"(91, 104)",,"(64, 69)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, Mike DeWine voted with Hillary Clinton in the Senate.","(51, 62)","(0, 49)","(69, 89)",,,,"(90, 103)",,"(63, 68)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, Mike DeWine voted with Hillary Clinton in the Senate.","(51, 62)","(0, 49)","(69, 89)",,,,"(90, 103)",,"(63, 68)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","With Hillary Clinton, to let illegal immigrants receive Social Security, in the Senate, Mike DeWine voted.","(88, 99)","(22, 71)","(0, 20)",,,,"(73, 86)",,"(100, 105)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","To let illegal immigrants receive Social Security, with Hillary Clinton in the Senate, Mike DeWine voted.","(87, 98)","(0, 49)","(51, 71)",,,,"(72, 85)",,"(99, 104)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","In the Senate, Mike DeWine voted to let illegal immigrants receive Social Security with Hillary Clinton.","(15, 26)","(33, 82)","(83, 103)",,,,"(0, 13)",,"(27, 32)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","In the Senate, to let illegal immigrants receive Social Security, Mike DeWine voted with Hillary Clinton.","(66, 77)","(15, 64)","(84, 104)",,,,"(0, 13)",,"(78, 83)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","In the Senate, to let illegal immigrants receive Social Security, with Hillary Clinton, Mike DeWine voted.","(88, 99)","(15, 64)","(66, 86)",,,,"(0, 13)",,"(100, 105)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","In the Senate, with Hillary Clinton, Mike DeWine voted to let illegal immigrants receive Social Security.","(37, 48)","(55, 104)","(15, 35)",,,,"(0, 13)",,"(49, 54)"
"In the Senate , Mike DeWine voted with Hillary Clinton to let illegal immigrants receive Social Security .","In the Senate, with Hillary Clinton, to let illegal immigrants receive Social Security, Mike DeWine voted.","(88, 99)","(37, 86)","(15, 35)",,,,"(0, 13)",,"(100, 105)"
Congresswoman Martha McSally voted to let companies sell your internet data to the highest bidder without your consent .,"To let companies sell your internet data to the highest bidder without your consent, Congresswoman Martha McSally voted.","(85, 113)","(0, 83)",,,,,,,"(114, 119)"
I am the only one onstage who has never voted to raise your taxes .,"I have never voted to raise your taxes, making me the only one onstage.","(0, 1)","(19, 38)",,,"(7, 12)",,,,"(13, 18)"
I am the only one onstage who has never voted to raise your taxes .,"To raise your taxes, I am the only one onstage who has never voted.","(5, 6)","(0, 19)",,,"(55, 60)",,,,"(61, 66)"
I am the only one onstage who has never voted to raise your taxes .,"To raise your taxes, I am the only one onstage who has never voted.","(5, 6)","(0, 19)",,,"(55, 60)",,,,"(61, 66)"
I am the only one onstage who has never voted to raise your taxes .,"Never have I, the only one onstage, voted to raise your taxes.","(11, 12)","(42, 61)",,,"(0, 5)",,,,"(36, 41)"
I am the only one onstage who has never voted to raise your taxes .,"Never have I, the only one onstage, voted to raise your taxes.","(11, 12)","(42, 61)",,,"(0, 5)",,,,"(36, 41)"
Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .,"Mitch McConnell, not to have punitive actions against China for human rights violations, was one of the few senators that voted after Tiananmen Square.","(0, 15)","(17, 87)",,,,"(128, 150)",,,"(122, 127)"
Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .,"Not to have punitive actions against China for human rights violations was the choice made by Mitch McConnell after Tiananmen Square when he voted, unlike many other senators.","(94, 109)","(0, 70)",,,,"(110, 132)",,,"(141, 146)"
Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .,"Not to have punitive actions against China for human rights violations after Tiananmen Square was what Mitch McConnell voted for, one of the few senators.","(103, 118)","(0, 70)",,,,"(71, 93)",,,"(119, 124)"
Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .,"After Tiananmen Square, Mitch McConnell was one of the few senators that voted not to have punitive actions against China for human rights violations.","(24, 39)","(79, 149)",,,,"(0, 22)",,,"(73, 78)"
Mitch McConnell was one of the few senators that voted after Tiananmen Square not to have punitive actions against China for human rights violations .,"After Tiananmen Square, not to have punitive actions against China for human rights violations was voted by Mitch McConnell, one of the few senators.","(108, 123)","(24, 94)",,,,"(0, 22)",,,"(99, 104)"
Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .,"Bill Nelson, requiring Iran to recognize Israel and release American hostages, voted against.","(0, 11)","(13, 77)",,"(85, 92)",,,,,"(79, 84)"
Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .,"Against requiring Iran to recognize Israel and release American hostages, Bill Nelson voted.","(74, 85)","(8, 72)",,"(0, 7)",,,,,"(86, 91)"
Bill Nelson voted against requiring Iran to recognize Israel and release American hostages .,"Against requiring Iran to recognize Israel and release American hostages, Bill Nelson voted.","(74, 85)","(8, 72)",,"(0, 7)",,,,,"(86, 91)"
Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .,Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain.,"(0, 11)","(26, 81)",,"(22, 25)",,,,,"(16, 21)"
Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .,A GOP bill that funded efforts to revive Yucca Mountain was voted for by Dean Heller.,"(73, 84)","(0, 55)",,"(25, 28)",,,,,"(60, 65)"
Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .,A GOP bill that funded efforts to revive Yucca Mountain was voted for by Dean Heller.,"(73, 84)","(0, 55)",,"(25, 28)",,,,,"(60, 65)"
Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .,"For supporting a GOP bill that funded efforts to revive Yucca Mountain, Dean Heller has voted.","(72, 83)","(15, 70)",,"(0, 3)",,,,,"(88, 93)"
Dean Heller has voted for a GOP bill that funded efforts to revive Yucca Mountain .,"Voted for a GOP bill that funded efforts to revive Yucca Mountain, Dean Heller has.","(67, 78)","(10, 65)",,"(6, 9)",,,,,"(0, 5)"
Gwen Graham voted against President Obama 52 percent of the time .,Gwen Graham voted against President Obama 52 percent of the time.,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","(12, 17)"
Gwen Graham voted against President Obama 52 percent of the time .,Gwen Graham voted against President Obama 52 percent of the time.,"(0, 11)",,"(26, 41)","(18, 25)",,,,"(42, 64)","(12, 17)"
Gwen Graham voted against President Obama 52 percent of the time .,"Gwen Graham, against President Obama, voted 52 percent of the time.","(0, 11)",,"(21, 36)","(13, 20)",,,,"(44, 66)","(38, 43)"
Gwen Graham voted against President Obama 52 percent of the time .,"Gwen Graham, 52 percent of the time, voted against President Obama.","(0, 11)",,"(51, 66)","(43, 50)",,,,"(13, 35)","(37, 42)"
Gwen Graham voted against President Obama 52 percent of the time .,President Obama was voted against 52 percent of the time by Gwen Graham.,"(60, 71)",,"(0, 15)","(26, 33)",,,,"(34, 56)","(20, 25)"
Gwen Graham voted against President Obama 52 percent of the time .,President Obama was voted against by Gwen Graham 52 percent of the time.,"(37, 48)",,"(0, 15)","(26, 33)",,,,"(49, 71)","(20, 25)"
Gwen Graham voted against President Obama 52 percent of the time .,President Obama was voted against by Gwen Graham 52 percent of the time.,"(37, 48)",,"(0, 15)","(26, 33)",,,,"(49, 71)","(20, 25)"
Gwen Graham voted against President Obama 52 percent of the time .,President Obama was voted against by Gwen Graham 52 percent of the time.,"(37, 48)",,"(0, 15)","(26, 33)",,,,"(49, 71)","(20, 25)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, Gwen Graham voted against President Obama.","(24, 35)",,"(50, 65)","(42, 49)",,,,"(0, 22)","(36, 41)"
Gwen Graham voted against President Obama 52 percent of the time .,"Against President Obama, Gwen Graham voted 52 percent of the time.","(25, 36)",,"(8, 23)","(0, 7)",,,,"(43, 65)","(37, 42)"
Gwen Graham voted against President Obama 52 percent of the time .,"Against President Obama, Gwen Graham voted 52 percent of the time.","(25, 36)",,"(8, 23)","(0, 7)",,,,"(43, 65)","(37, 42)"
Gwen Graham voted against President Obama 52 percent of the time .,"Against President Obama, 52 percent of the time, Gwen Graham voted.","(49, 60)",,"(8, 23)","(0, 7)",,,,"(25, 47)","(61, 66)"
Gwen Graham voted against President Obama 52 percent of the time .,"Against President Obama 52 percent of the time, Gwen Graham voted.","(48, 59)",,"(8, 23)","(0, 7)",,,,"(24, 46)","(60, 65)"
Gwen Graham voted against President Obama 52 percent of the time .,"Against President Obama 52 percent of the time, Gwen Graham voted.","(48, 59)",,"(8, 23)","(0, 7)",,,,"(24, 46)","(60, 65)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, Gwen Graham voted against President Obama.","(24, 35)",,"(50, 65)","(42, 49)",,,,"(0, 22)","(36, 41)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, Gwen Graham voted against President Obama.","(24, 35)",,"(50, 65)","(42, 49)",,,,"(0, 22)","(36, 41)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, President Obama was voted against by Gwen Graham.","(61, 72)",,"(24, 39)","(50, 57)",,,,"(0, 22)","(44, 49)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, President Obama, against, Gwen Graham voted.","(50, 61)",,"(24, 39)","(41, 48)",,,,"(0, 22)","(62, 67)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, Gwen Graham voted against President Obama.","(24, 35)",,"(50, 65)","(42, 49)",,,,"(0, 22)","(36, 41)"
Gwen Graham voted against President Obama 52 percent of the time .,"52 percent of the time, Gwen Graham voted against President Obama.","(24, 35)",,"(50, 65)","(42, 49)",,,,"(0, 22)","(36, 41)"
Jim Renacci has been a lobbyist even while in Congress and voted to make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest .,"To make it easier for lobbyists to hold key government positions and harder to investigate conflicts of interest, Jim Renacci has been a lobbyist even while in Congress and voted.","(114, 125)","(0, 112)",,,,,,,"(173, 178)"
Rep. Dan Donovan voted for Tax Cuts .,Rep. Dan Donovan voted for Tax Cuts.,"(0, 16)","(27, 35)",,"(23, 26)",,,,,"(17, 22)"
Rep. Dan Donovan voted for Tax Cuts .,Tax Cuts were voted for by Rep. Dan Donovan.,"(27, 43)","(0, 8)",,"(20, 23)",,,,,"(14, 19)"
Rep. Dan Donovan voted for Tax Cuts .,Tax Cuts were voted for by Rep. Dan Donovan.,"(27, 43)","(0, 8)",,"(20, 23)",,,,,"(14, 19)"
Rep. Dan Donovan voted for Tax Cuts .,"For Tax Cuts, Rep. Dan Donovan voted.","(14, 30)","(4, 12)",,"(0, 3)",,,,,"(31, 36)"
Rep. Dan Donovan voted for Tax Cuts .,"For Tax Cuts, Rep. Dan Donovan voted.","(14, 30)","(4, 12)",,"(0, 3)",,,,,"(31, 36)"
Marsha Blackburn voted against military pay raise .,Marsha Blackburn military pay raise against voted.,"(0, 16)","(17, 35)",,"(36, 43)",,,,,"(44, 49)"
Marsha Blackburn voted against military pay raise .,Military pay raise was voted against by Marsha Blackburn.,"(40, 56)","(0, 18)",,"(29, 36)",,,,,"(23, 28)"
Marsha Blackburn voted against military pay raise .,Military pay raise was voted against by Marsha Blackburn.,"(40, 56)","(0, 18)",,"(29, 36)",,,,,"(23, 28)"
Marsha Blackburn voted against military pay raise .,"Against military pay raise, Marsha Blackburn voted.","(28, 44)","(8, 26)",,"(0, 7)",,,,,"(45, 50)"
Marsha Blackburn voted against military pay raise .,"Against the military pay raise, Marsha Blackburn voted.","(32, 48)","(12, 30)",,"(0, 7)",,,,,"(49, 54)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.,"(0, 13)","(24, 73)",,"(20, 23)",,"(74, 81)",,,"(14, 19)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.,"(0, 13)","(24, 73)",,"(20, 23)",,"(74, 81)",,,"(14, 19)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.,"(0, 13)","(24, 73)",,"(20, 23)",,"(74, 81)",,,"(14, 19)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Sherrod Brown voted for stricter removal standards for voter registration in 1978 and then enforced them as Secretary of State.,"(0, 13)","(24, 73)",,"(20, 23)",,"(74, 81)",,,"(14, 19)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State.","(9, 22)","(33, 82)",,"(29, 32)",,"(0, 7)",,,"(23, 28)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978 and then enforced as Secretary of State.,"(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(55, 60)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced them as Secretary of State.","(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(55, 60)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Stricter removal standards for voter registration were supported by Sherrod Brown in 1978, voting for them, and then enforcing them as Secretary of State.","(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(91, 97)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then as Secretary of State he enforced them.","(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(55, 60)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced as Secretary of State.","(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(55, 60)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Stricter removal standards for voter registration were voted for by Sherrod Brown in 1978, and then enforced by him as Secretary of State.","(68, 81)","(0, 49)",,"(27, 30)",,"(82, 89)",,,"(55, 60)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State.","(69, 82)","(10, 59)",,"(6, 9)",,"(60, 67)",,,"(0, 5)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Voted for stricter removal standards for voter registration, Sherrod Brown enforced them as Secretary of State in 1978.","(61, 74)","(10, 59)",,"(6, 9)",,"(111, 118)",,,"(0, 5)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State.","(9, 22)","(33, 82)",,"(29, 32)",,"(0, 7)",,,"(23, 28)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State.","(69, 82)","(10, 59)",,"(6, 9)",,"(60, 67)",,,"(0, 5)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"For stricter removal standards for voter registration in 1978, Sherrod Brown voted  and then enforced them as Secretary of State.","(63, 76)","(4, 53)",,"(0, 3)",,"(54, 61)",,,"(77, 82)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"Voted for stricter removal standards for voter registration in 1978, Sherrod Brown then enforced them as Secretary of State.","(69, 82)","(10, 59)",,"(6, 9)",,"(60, 67)",,,"(0, 5)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State.","(9, 22)","(33, 82)",,"(29, 32)",,"(0, 7)",,,"(23, 28)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, Sherrod Brown voted for stricter removal standards for voter registration and then enforced them as Secretary of State.","(9, 22)","(33, 82)",,"(29, 32)",,"(0, 7)",,,"(23, 28)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State.","(64, 77)","(13, 62)",,"(9, 12)",,"(0, 7)",,,"(78, 83)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State.","(64, 77)","(13, 62)",,"(9, 12)",,"(0, 7)",,,"(78, 83)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State.","(64, 77)","(13, 62)",,"(9, 12)",,"(0, 7)",,,"(78, 83)"
Sherrod Brown in 1978 voted for stricter removal standards for voter registration and then enforced them as Secretary of State .,"In 1978, for stricter removal standards for voter registration, Sherrod Brown voted and then enforced them as Secretary of State.","(64, 77)","(13, 62)",,"(9, 12)",,"(0, 7)",,,"(78, 83)"
Ron DeSantis voted in an agricultural bill to give food stamps to illegal immigrants .,"In an agricultural bill to give food stamps to illegal immigrants, Ron DeSantis voted.","(67, 79)","(0, 65)",,,,,,,"(80, 85)"
Sen. Bill Nelson voted for higher taxes 349 times .,Sen. Bill Nelson voted 349 times for higher taxes.,"(0, 16)","(37, 49)",,"(33, 36)","(23, 32)",,,,"(17, 22)"
Sen. Bill Nelson voted for higher taxes 349 times .,"Sen. Bill Nelson, higher taxes 349 times, voted for.","(0, 16)","(18, 30)",,"(48, 51)","(31, 40)",,,,"(42, 47)"
Sen. Bill Nelson voted for higher taxes 349 times .,Sen. Bill Nelson voted 349 times for higher taxes.,"(0, 16)","(37, 49)",,"(33, 36)","(23, 32)",,,,"(17, 22)"
Sen. Bill Nelson voted for higher taxes 349 times .,Sen. Bill Nelson voted 349 times for higher taxes.,"(0, 16)","(37, 49)",,"(33, 36)","(23, 32)",,,,"(17, 22)"
Sen. Bill Nelson voted for higher taxes 349 times .,"Sen. Bill Nelson, 349 times, voted for higher taxes.","(0, 16)","(39, 51)",,"(35, 38)","(18, 27)",,,,"(29, 34)"
Sen. Bill Nelson voted for higher taxes 349 times .,Higher taxes were voted for 349 times by Sen. Bill Nelson.,"(41, 57)","(0, 12)",,"(24, 27)","(28, 37)",,,,"(18, 23)"
Sen. Bill Nelson voted for higher taxes 349 times .,Higher taxes were voted for 349 times by Sen. Bill Nelson.,"(41, 57)","(0, 12)",,"(24, 27)","(28, 37)",,,,"(18, 23)"
Sen. Bill Nelson voted for higher taxes 349 times .,Higher taxes were voted for 349 times by Sen. Bill Nelson.,"(41, 57)","(0, 12)",,"(24, 27)","(28, 37)",,,,"(18, 23)"
Sen. Bill Nelson voted for higher taxes 349 times .,Higher taxes were voted for 349 times by Sen. Bill Nelson.,"(41, 57)","(0, 12)",,"(24, 27)","(28, 37)",,,,"(18, 23)"
Sen. Bill Nelson voted for higher taxes 349 times .,Higher taxes were voted for by Sen. Bill Nelson 349 times.,"(31, 47)","(0, 12)",,"(24, 27)","(48, 57)",,,,"(18, 23)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, Sen. Bill Nelson voted 349 times.","(18, 34)","(4, 16)",,"(0, 3)","(41, 50)",,,,"(35, 40)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, Sen. Bill Nelson voted 349 times.","(18, 34)","(4, 16)",,"(0, 3)","(41, 50)",,,,"(35, 40)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, Sen. Bill Nelson voted 349 times.","(18, 34)","(4, 16)",,"(0, 3)","(41, 50)",,,,"(35, 40)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, 349 times were voted by Sen. Bill Nelson.","(42, 58)","(4, 16)",,"(0, 3)","(18, 27)",,,,"(33, 38)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, Sen. Bill Nelson voted 349 times.","(18, 34)","(4, 16)",,"(0, 3)","(41, 50)",,,,"(35, 40)"
Sen. Bill Nelson voted for higher taxes 349 times .,"For higher taxes, 349 times, Sen. Bill Nelson voted.","(29, 45)","(4, 16)",,"(0, 3)","(18, 27)",,,,"(46, 51)"
Sen. Bill Nelson voted for higher taxes 349 times .,349 times Sen. Bill Nelson voted for higher taxes.,"(10, 26)","(37, 49)",,"(33, 36)","(0, 9)",,,,"(27, 32)"
Sen. Bill Nelson voted for higher taxes 349 times .,349 times Sen. Bill Nelson voted for higher taxes.,"(10, 26)","(37, 49)",,"(33, 36)","(0, 9)",,,,"(27, 32)"
Sen. Bill Nelson voted for higher taxes 349 times .,349 times Sen. Bill Nelson voted for higher taxes.,"(10, 26)","(37, 49)",,"(33, 36)","(0, 9)",,,,"(27, 32)"
Sen. Bill Nelson voted for higher taxes 349 times .,349 times Sen. Bill Nelson voted for higher taxes.,"(10, 26)","(37, 49)",,"(33, 36)","(0, 9)",,,,"(27, 32)"
Sen. Bill Nelson voted for higher taxes 349 times .,"349 times, Sen. Bill Nelson voted for higher taxes.","(11, 27)","(38, 50)",,"(34, 37)","(0, 9)",,,,"(28, 33)"
Sen. Bill Nelson voted for higher taxes 349 times .,349 times Sen. Bill Nelson voted for higher taxes.,"(10, 26)","(37, 49)",,"(33, 36)","(0, 9)",,,,"(27, 32)"
"President Trump proposed the increase to $ 700 billion to our military budget , which included the 355-ship Navy , which included a military pay increase , a modest one , which included , a yet even more modest housing allowance , but yet Sen. Tim Kaine even voted against giving more money to our men and women who are in the military service and against our housing allowance .",Sen. Tim Kaine voted against giving more money to our men and women who are in the military service.,"(0, 14)","(29, 99)",,"(21, 28)",,,,,"(15, 20)"
